        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       291             174.600             0.00000            68.90801         -3582.24401         -3513.33599                   -
       292             175.200             0.00000            69.58804         -3581.09722         -3511.50918                   -
       293             175.800             0.00000            69.81815         -3580.26795         -3510.44980                   -
       294             176.400             0.00000            70.05084         -3579.09074         -3509.03990                   -
       295             177.000             0.00000            70.28659         -3577.77776         -3507.49117                  60
       296             177.600             0.00000            70.52545         -3576.76700         -3506.24155                   -
       297             178.200             0.00000            70.76792         -3576.03879         -3505.27087                   -
       298             178.800             0.00000            71.01421         -3575.52905         -3504.51485                   -
       299             179.400             0.00000            71.26352         -3575.49947         -3504.23596                   -
       300             180.000             0.00000            71.51501         -3575.94872         -3504.43371                  61
       301             180.600             0.00000            71.76856         -3576.29174         -3504.52318                   -
       302             181.200             0.00000            72.02333         -3576.22528         -3504.20195                   -
       303             181.800             0.00000            72.27654         -3576.30303         -3504.02650                   -
       304             182.400             0.00000            72.52583         -3576.95846         -3504.43263                   -
       305             183.000             0.00000            72.77246         -3577.50470         -3504.73224                  62
       306             183.600             0.00000            73.01887         -3577.05895         -3504.04008                   -
       307             184.200             0.00000            73.26421         -3576.06470         -3502.80049                   -
       308             184.800             0.00000            73.50560         -3575.78602         -3502.28043                   -
       309             185.400             0.00000            73.74415         -3576.31935         -3502.57520                   -
       310             186.000             0.00000            74.53510         -3576.33122         -3501.79613                  63
       311             186.600             0.00000            74.78324         -3575.12649         -3500.34325                   -
       312             187.200             0.00000            75.59172         -3573.71645         -3498.12473                   -
       313             187.800             0.00000            76.34022         -3573.08788         -3496.74767                   -
       314             188.400             0.00000            76.57785         -3572.46351         -3495.88566                   -
       315             189.000             0.00000            77.37220         -3570.59923         -3493.22703                  64
       316             189.600             0.00000            78.16416         -3568.08161         -3489.91745                   -
       317             190.200             0.00000            78.39991         -3566.82774         -3488.42783                   -
       318             190.800             0.00000            79.19381         -3567.29806         -3488.10426                   -
       319             191.400             0.00000            79.42583         -3567.73440         -3488.30857                   -
       320             192.000             0.00000            80.23313         -3566.88293         -3486.64980                  65
       321             192.600             0.00000            80.47160         -3565.72191         -3485.25031                   -
       322             193.200             0.00000            81.28808         -3565.54197         -3484.25389                   -
       323             193.800             0.00000            81.53399         -3565.53520         -3484.00121                   -
